Column1,content,Judge_1,Judge_2,Judge_3
2166,Harry Potter and the Cursed Child is J.K. Rowling st her best and then. Her masterful plot and twists left my mouth drop on so many occasions. This isn't the 8th Harry Potter Book ... It is a new beginning!,1,1,1
2027,"Let me first state that I am a HUGE fan of Harry Potter. I re-read the books constantly. I love Harry Potter. So I was dismayed and disappointed when I finished reading this book. It didn't fit the characters of the original books at all. It was whiny and badly dramatic. It didn't even maintain the original plots of the original books. So, so disappointed. Boo, because I was really looking forward to another adventure.",1,1,1
239,I've enjoyed all of JK Rowling's books so far and this one did not disappoint.,1,1,1
3413,"I get that this is a play and couldn't go into great detail but seriously j.k. this is as phoned in as it gets.  The plot is just complete garbage compared to any other Harry Potter book.  What an awful way to finish off the Harry Potter story.  Here are a few of the major problems without spoiling the story. 1. Favorite characters are shoe horned in for fan service. 2. Harry Potter acts in ways that Harry Potter would have never acted. 3. TIME TRAVEL, time travel is where good stories go to die when the writers are out of ideas and this is no exception to that rule. I could go on but I don't want to ruin plot for people that haven't read it.  I have never read a Harry Potter fan fic but I'm willing to bet that there are ones out there that are far better than this stain on the Harry Potter series that I loved reading while growing up. So disappointing",0,0,0
4964,I love everything Harry Potter,1,1,1
3761,Lovely continuation of the series!,1,1,1
2226,Loved the story,1,1,1
698,"As a theatre professional (and HP fan) getting my hands on this script was awesome. This is not a novel by JK Rowling but a story based on the world that she created. And if you are lucky enough to see the show please remember a script is the starting point, not the final product.",1,1,1
3169,"Does not disappoint.  The characters are wonderful and a great way to pick up the books, giving you a glance into the future",1,1,1
403,LOVE THIS,1,1,1
2177,"Just an awful book, not worthy of thr Harry Potter name.",0,0,0
4908,A very good read,1,1,1
4317,"I Love J.K. Rowling,and I was devastated when I discovered that I cannot read a script with the ease I expected!!!!!
I am well over the age of majority, and was surprised to find this failing in ME!!  I adore this series, and will be forced to wait until
YEAH the movie comes out (or still yeah!) or the books do!",0,0,0
2786,"Not as good as the novels, but I got the familiar warmth I feel when I read those novels, and that's good enough.",1,1,1
4765,Not to my taste.,0,0,0
3945,I really liked this book goes well with the rest of the series. I hope she continues to add more books to the series.,1,1,1
3534,On the grandchildren's wish list.  They'll love it!!,1,1,1
517,do not like the way it's written,1,1,1
2063,"Other reviewers have written all there is to say, so all I can add is: a terrible disappointment. Stay away if you love Harry Potter.",0,0,0
726,"A very quick read, as it was in play format. Nice to revisit the HP universe, but I was left wanting a bit.",1,1,1
3619,Awesome of course.  Anything J.K. Rowling writes is superb!,1,1,1
3989,Came in great condition.,1,1,1
980,"Let's start off by clarifying that this is NOT written by JK Rowling. It's glorified fan fiction. I really wanted this to be good, but it's pretty disappointing for true HP fans. I hope the live version of this better. The characters are not true to themselves.",0,0,0
9,"I'm a huge Harry Potter fan, so to have another book in the series was awesome.",1,1,1
2816,"Everything came intact but the story wasn't great. It's a great idea for a play, but a sorry addition to the Harry Potter series. I'm almost a little sad to have read it, it nearly ruined my childhood books for me.",0,0,0
3752,I'm still reading on this one but it a lot better than I at first thought it would be.  It puts insight on the kids as adults and back when they were children.,1,1,1
2360,"After thinking we (the fans) would never get anymore true Harry Potter stories, this was amazing.  Within the first 15 pages I had tears stinging my eyes because it was like being home again, like seeing old friends after so many years.  Although they are older and in different places you have the same bonds and the same type of jokes, it was perfection.  I loved meeting and delving into one of Harry's kids.  This story was so relatable and compelling.  I couldn't put it down.  Ready to read it again and can't wait to see the stage version come to the U.S.",1,1,1
4519,"Very commercial. Plot is action/effect driven, and the main premise doesn't even make sense. The characters feel flat, and the humor isn't funny. Mostly garbage, but a few interesting details about the wizarding world are revealed.",0,0,0
4777,Loved it.,1,1,1
1948,Great bridge between past and present.,1,1,1
4409,The only thing wrong with this book is that is was TOO SHORT!!!!  I wish I could read a new Harry Potter book every month.  JK Rowlings is the absolute best writer and storyteller.  I was engaged right from the beginning.  I could have cried I was so happy to be back in Harry Potter's world.  This book makes you forget about everything and makes you feel like you have stepped into another world.  It was so nice to catch up with all of the beloved characters from the first book and see what is happening with all of them.  I wish Mrs. Rowlings would consider writing more books about Harry Potter.  He is like part of my family and I love reading about his life.,1,1,1
1455,"This was painful. It really didn't match the magic of the Harry Potter name. Honestly, I hated it so much.",0,0,0
3468,"I must agree with most reviews. I was disappointed and hope that Rowling didn't have much influence on this play. Of course, being a play, there isn't enough detail or room for a lot but I was expecting to at least have the old characters back. (SPOILER WARNING): Harry Potter doesn't seem like himself and neither do Ron or Hermione. It's like the characters we know and love are gone and have been replaced by impostors. Regardless of all this, I still love Harry Potter and always will. Everytime I read the original books I am transported through time and space to a wonderful and magical place. However, I recommend that fans wait to obtain this book through the library or through another friend. The disappointment will only make you feel worse about how much you spent on it. Help keep the real Harry Potter alive!",0,0,0
4187,"I'm a life-long HP fan who works as a theater designer and I read plays regularly. I came into this book with low expectations as it wasn't actually written by Rowling.  I was afraid it would be too much like a fanfic and pandering to a nostalgic rabid audience instead of developing a strong story.  Unfortunately, my instincts were right on the money.

This book is a shameless money-grab with cardboard cutout characters and an overwrought plot reminiscent of a telenovela.  The dialogue is lackluster and completely unbelievable.  Fan-favorite characters appear in the story more as a roll-call than to add anything of value..  To put it succinctly, it's a hot mess.

Harry, Ron, and Hermione are completely unrecognizable.  Specifically, Ron is written as a buffoon who literally points his wand backwards at one point in the story. He has no real role or idea of what's going on.  Harry has regressed into the shouty ball of angst from Order of the Phoenix.  His words and actions are completely out of character.  Hermione basically just nods in agreement and spends her time shooting ""withering"" looks at Ron.  Yikes. Draco is in here too, also reduced to stilted dialogue with no personality. The second generation kids have completely unbelievable dialogue and spend more time professing their friendship love than the average Lifetime movie.  Everyone's dialogue is practically interchangeable, all nuance between character's speech patterns is completely abandoned.

*SPOILERS*

This plot seemed like a writing prompt and a chance to try writing all the favorite characters in the series, living or dead.  I'm shocked that Sirius didn't get dragged into this mess.  My personal (not) favorite was the universe in which Hermione morphs into Snape and openly bullies students. WHAT?! The Time Turner plot was riddled with plot holes and systematically dissembled a decade of world-building with it's underdevelopment.  Also the big reveal about Voldemort's daughter makes zero sense.  The book takes the time to show us the butterfly effect when time meddling through Albus and Scorpius' bungled attempts. Are we supposed to believe that a child of Bellatrix and Voldemort being born while rewriting time would have no ramifications on the present day?

I could write an essay on the failures of this book.  The real mystery is why Rowling would sign off on such a horrific product.  It's not like she is lacking in money, prestige, or power.  I haven't seen the play but I can only assume that the fantastical special effects must be doing a great deal to mask this weakness in this book.  Reading it in book form strips away the glamour to the bones of the story which, unfortunately, leave a lot to be desired. To be a well-crafted script, you must follow the same rules as a well-crafted book.

Don't let nostalgia cloud your judgement. This book does not belong on the shelf next to Deathly Hallows.",0,0,0
3361,When I was a student ( 30 years ago ! ) I hated reading plays... This book has reconciled me with the literary genre !,1,1,1
1955,More great characters and clever plot line. It came to life for me even in this format. Glad to move into this generation,1,1,1
2500,This book is great!,1,1,1
4371,"I waited a long time to read this book.  My husband and I are die-hard Potter fans!  The early reviews scared me away, since the reviews spoke about ruining the series for the reader.  I finally decided to take the risk.  I completely disagree with the negative reviews.  Since it was a play and not a novel, it was not as ""meaty"" or ""rich"" in descriptions as her novels.  I thought it was a good story, interesting characters, and old friends, and JK Rowling themes.  I had a problem with how Ron was portrayed ...sort of a ridiculous...and not as bright as the Ron we know in in the first 7 books. I highly recommend Potter fans try this play with an open mind.  Both my husband and I truly enjoyed the book Harry Potter and the Cursed Child...and wish we would not need to wait forever to see it...since we live in Florida.",1,1,1
4893,What can I say? I began reading the Harry Potter books when my oldest son now 27 was 8. These characters and  their journeys have become ours too. It was wonderful to have one last grown up adventure with these beloved characters.,1,1,1
3469,OK,1,1,1
3220,Highly recommend this book for Harry Potter fans and the like. Nice journey back into the life of Harry Potter.,1,1,1
3783,I considered it a stretch... Not very original considering how inventive JK Rowling is.,0,0,0
28,"I bought this book when it first came out, but then never read it because of the mixed (bad) reviews. Maybe it was because I came in with such low expectations or maybe it was just because it's a great story, but I loved it. Yes, it's different from the original books. It's more character and dialogue driven, it is a script afterall, and because it's a script we miss out on some of the details that help really bring a story to life.  Also, it's a little more mature, Harry and the gang are forty now and some of the jokes kids won't relate to. But I don't think this story is really for children. Many of us grew up with Harry Potter, but now we're adults. This book deals heavily in relationships, mainly between fathers and sons and I think it did a great job. I know that many people were mad with how Harry acts towards Albus, but if there is one thing this book teaches us is learning that those you love aren't perfect. Though this book differs from the first seven it still has the components that made those seven great; adventure, heart and friendship. Also guys, it has time travel. Let me repeat, time- butterfly effect- travel. Which helps to tie it back into the world of the first seven books. The while time I was readibg it I thought; I can't wait to see how they do this on stage.",1,1,1
2237,"Not what I was expecting at all. I purposely didn't read any articles, reviews, etc prior to reading this story. I held out hope that the story would be an actual novel, not just a script. That, coupled with the weak plot, plus JK Rowling not actually writing the entire story leaves this as a failure. I am a huge fan of the original books, I've been to Hastings launch parties, I re-read them at minimum once a year. I will not be including this in future re-reads. The fact that they feel they can charge $15 for something that isn't even a proper book is absolute madness. It's a good thing this is the end of the line, because I would refuse to read anything else that comes out from JK Rowling. As other have said, there is fan fiction that is worlds better than this.",0,0,0
4022,I love the HP series. This just added another chapter to the HP universe. Loved it! I hope to read more about my fave trio and their children and or the wizarding world in the future.,1,1,1
2305,A fun read!,1,1,1
2949,SO GOOD. Must-read for all HP fans! Can't wait to see the play!,1,1,1
4380,"Great addition, just wish it was not written as a play.",1,1,1
737,"I am a Harry Potter fan. Not a die-hard fan like some people are, but I've always loved to read, talk about and analyze the Harry Potter books. Seeing that I would never likely make it to London to watch this much-anticipated play, I decided to spend the 15 dollars and at least read the script. My impression was that this play would be really fun to watch, with dimensions brought alive by the acting, stage tech, props, etc.
However, the script itself seemed very amateur. There were parts that almost made it, but overall, it felt as though I was reading a fan-fiction. The character and plot development were weak. I understand that this is a script for a play so it could lack the complexities we found in the novels. However, the characters seemed two-dimensional or out of character. The things they did or said were either too predictable or too outlandish. Basically, I found this world of magic unbelievable and shallow.

The plot was not entirely predictable, but it was definitely not original. It felt like a (spoiler here?) mash-up between Harry Potter and Back to the Future 2. The theme was obvious, but could've been delivered in a more masterful, creative way than was presented in this script.

All to say, this script will fall short for Harry Potter fans who love the books for the intricate plots, attention to detail, and complex character developments. Because this script lacks all of that. As I said in the title, it may be great to watch the play unfold on stage, but it certainly wasn't as exciting to read on paper.",0,0,0
4378,"Since it is a play it is  not in regular book format. Although it was great to have the story pick up from the end of The Deathly Hallows, it would have been nice to have it written as a book.",1,1,1
2922,I wish I could have seen this in the theater. Reading it is the next best thing. Brilliant. Will read again.,1,1,1
2240,Interesting but confusing there was no brother James in the book that I remenber,1,1,1
689,"I actually got this for a class, can you believe it! I had to read Harry Potter for a class, doesn't sound like school to me. Anyway, I love Harry Potter, and this book is another addition to the awesome work of J.K. Rowling.",1,1,1
3595,"As a true Harry Potter, I have to say that this “story” is just wrong. There are so many flaws. The characters don’t even talk or behave as they did in Rowling’s books. It’s an insult to the intelligence of fans who have spent years reading and rereading the HP series. A couple of dudes who knew nothing about HP wrote this and screwed it up royally. I get the vibe that these two guys didn’t even bother to read the HP series...for example, if they did, they’d understand how the Fidelius Charm would work at the Potter’s home and how because James and Lily were hiding Harry, they weren’t able to leave the house (Lily mentions this in a letter the find she once wrote to Sirius in DH). Yet, here...the two dudes have James and Lily out pushing Harry in a pram. Major contradiction to the original story.
This “story” is worse than fan fiction because at least most fan fiction, however bad it may be, is written by true HP fans who actually do keep their facts straight.",0,0,0
3566,"It was okay, nothing too special. A bit short without too much character development...even the usual trio were a bit weird and disappointing this time around. And the whole script method of writing was a little annoying.",0,0,0
198,"As usual, love everything HP. I knew going in this was a script, not a full book. Even so, I was able to imagine based on previous books how things looked and was able to read it as a novel myself.",1,1,1
3442,"A little confusing being the play script, and way too short, but still awesome.",1,1,1
4523,I am the Harry Potter fiend in my house and I found this story to be a smooth continuation of the Hogwart's story.,1,1,1
3461,Quick read and good book.  I liked the way it was written - like a play.  The characters didn't disappoint.,1,1,1
2810,"This book was so disappointing... it was painful to read. I am a huge Harry Potter fan - I had high hopes for this book (even though I already figured I would not like reading it like a screenplay). It was boring, I had no emotional attachment to any of the characters. It didn't even seem like J.K. Rowling could have written it because the characters from the old series were so unlike themselves. I finished it but only because I bought it, not because I was excited to see what happened.",0,0,0
1389,"I thoroughly enjoyed this next installment in the Harry Potter series. It moved quickly, lots of excitement and yet was true to the detailed integrity of JK Rowling's work.",1,1,1
3867,Fine,1,1,1
3205,"Seriously, why would you not give this five stars? This is a fantastic script, with a great plot, character building, and everything I would expect from a skillful continuation of an epic world of magic that we have all come to love. The voices are believable. The storytelling is cohesive. Harry remains Harry as do all the original characters. The new characters are unique with a life of their own that fit perfectly into the Harry Potter universe. What is not to bloody love? I just inhaled a wonderful new tale and am thoroughly, utterly satisfied! Bravo!",1,1,1
3913,"It's not like the good old classic Harry potter books, but still pretty good. The script format for it makes it a bit harder to read for me, and towards the beginning I didn't like it too much because it ruined my perspective on the series, but towards the middle you have no doubt that it is truly a great book. Advice for new readers: stick with the book until the end.",1,1,1
1181,Being a Harry Potter fan so very disappointed in the format. So much of the old material merged into a play. I missed the characters development. I think the cursed child  is barely worth the read. I have come to expect excellence in a J.K Rowling book and this book was so much less than her first book. All her other books built on the book before with darker and deeper characters. This seemed more like a first draft.,0,0,0
4802,"First major problem: it's a therapy novel. (Except it's a play.) It's not action, it's not ""showing"" instead of ""telling,"" it's ridiculous quantities of self-reflective psychologist couch language between all the characters, including between the teenagers, and all of it utterly unconvincing.
Second major problem: the characters are either caricatures of their former selves extended into the future, or have no personality at all. Like Ginny. She's a total blank. Ron is a fool. Scorpius came closest to having a personality, but he kept talking in therapist-chair sentences (see First major problem, above).
Third major problem: Stupid story line. I figured out ages ago that J. K. Rowling engineered the destruction of all the Time-Turners at the end of HP5 precisely in order to avoid getting stuck in the endless tedium of time travel stories. There are contradictions in this one, like all time travel stories, but ultimately what made it so irritating is that it was just a way to re-engineer the old drama of Voldemort. Seriously? Couldn't think of *anything* else to tell a story about in the magical world?
Ugh.",0,0,0
3953,"No spoilers: This is a nice addition to the HP collection. I am an avid HP fan and I still listen to 1-7 on audiobook on a regular basis. This book is in a different format, so it's a little difficult to get used to. Also, it's not difficult to tell that it was a collaboration. However, I feel that JK shed light on more of the HP world in the past and the present. I really didn't want this book to change my view of the older books, but it did in a good way. I think I'll have to read this again before I really know how I feel about it, but the fact that I liked it after one time through gives me hope. It was the same with Deathly Hallows, it took a couple of reads to really appreciate it.",1,1,1
1091,"Was a quick read,  nothing like the original 7 books...it's a play..not a novel...huge let down for me...:(",0,0,0
426,I am truly disappointed. This read more like fan fiction. I think it would've been better if this had never been a thing. Im going to stick it on my bookshelf to complete my collection but I probably will never read it again.,0,0,0
231,"Loved getting to meet new characters, and getting to read about the beloved characters from the original series! I found it took much longer to get into the storyear because of the script format. I wish Ms Rowling would write a new series in this world!!",1,1,1
330,"Absolutely phenomenal!!!  There were a few characters I didn't expect to see, and was so happy they managed to work into the story- so many feels!!!  The only let down I had was that there were a few other characters who I had hoped to see and didn't, but that is seriously my only complaint.  I didn't feel like I was reading a play, the story came to life so effectively!  I laughed, I cried, I couldn't stop and read it in one afternoon.  I'm a huge Potterhead, and I desperately want to say more, but don't want to give away any spoilers!  If you love Harry Potter, this is a must-read!!!",1,1,1
2090,"Sadly, that sound you hear is the ball being dropped.  I didn't realize Rowling didn't actually write this but it sure makes sense after reading it. There are some good things in it, it has the bones of possibly being a decent story, but the characters are so.....out of character. The dialogue is forced and unnatural and most of it just doesn't ring true.  And now for specifics that are SPOILERS.......

Voldemort with a daughter? I'm having a hard time wrapping my head around that one. It's way worse than trying to imagine your parents having sex, to be truthful.
And making Harry watch his parents murder? Nope. Would the real Harry Potter have been able to calmly watch that? I think it would have been a lot better for them to leave as Voldemort was going up the walk. I think we all would have been happier.

I'm sad. This had potential but as it is......epic fail.",0,0,0
2788,"I love it, there was a lot of plot holes, but the reason why I love it was the relationship between albus and scorpius",1,1,1
2475,I bought this book for my mother who happens to love all of the Harry Potter stuff.  She read this in a couple of days and thoroughly enjoyed it.  I purchased this by reserving it in advance.  It was pleasant to receive something in the mail that I had forgotten I had purchased.  Great job Amazon!,1,1,1
2742,I expected more but the story-telling  wasn't on the level I'd hoped for.,0,0,0
4003,I loved it,1,1,1
1134,"It was exciting to read, and would make an excellent movie!  It is a must read for all Harry Potter fans.
Rainbw1944@yahoo.com",1,1,1
3881,"I loved the book, thank you so much!!!",1,1,1
3444,Always!,1,1,1
1329,"This was a gift for my daughter.
She loved it.",1,1,1
4093,Great read! Couldn't put it down!!!,1,1,1
3612,expected the book to read like a  SCRIPT  with  all the dialog  assigned  a caracter  name  beside it  as  harry potter :  says  sonso  then hermine :says  sonso  but  was all in all a good read,1,1,1
1368,"Disappointed with this farce. Barely worth reading, now I need to purge it from my brain.",0,0,0
4957,"It is all here...every character we have been missing for years!! No spoilers but all Potter fans need to curl up and read thus in one sitting! Compelling ,amazing, and tear inducing!!",1,1,1
1430,You can tell it wasn't written by JK Rowling. It didn't stay true to the characters. Maybe should have just stayed a play and not been published. Disappointed.,0,0,0
1388,"First. This was NOT written by JK Rowling and anyone who believes so is a genuine bloody idiot.

Second. I was unable to read further than the third chapter of the ""book"", it was so appallingly awful.

Third. I wanted this. I wanted this just as badly as every other Harry Potter fan. I pre-ordered it, reread all the books before it came it, rewatched all the movies, and spent months fantasizing and speculating what the Cursed Child would be about.

Third. This is biggest blindside and letdown I've ever gotten from a book before. You'd think that being the ""8th book"" the first chapter at the train station would be exactly that of the 19 years later epilogue in the Deathly Hallows, yes? No. Completely different. Apparently Teddy Lupin, Victoire Weasley, and Hugo Weasley no longer exist. Rose has a severe attitude problem, James is a ghost, Albus is put in Slytherin when he had been dying to be in Gryffindor??, and Hermione is a ""Granger-Weasley""... sorry. Just in those first few chapters was enough to make me cry and return the book the very next day without finishing it.",0,0,0
2021,"I dislike this book! I just recently found Harry Potter and read the entire series one right after the other and fell in love with Harry and all the other characters. Loved the stories and could not put the books down; they held my interest completely. I could not wait for the release of this one and was disappointed immediately upon opening it.  I realize it is written in play form but the zip and the interest is gone and Harry not so exciting. This is not the Harry Potter we have grown to love, so sorry to say. Sorry I wasted my money on this book!",0,0,0
2303,"A pollyjuice potion has disguised this bad book as a Harry Potter book, it's not worth a read (and I grew up reading the books and watching the movies), this adds nothing to the series and actually kinda tarnishes it...",0,0,0
3659,I cancelled the purchase of this as it is not the book it is a playrite please honor my cancellation,0,0,0
2900,"If you like Harry Potter _and_ you like plays this is for you but the sparse style is different than the novels, and may not be for everyone.",1,1,1
4632,My friend read this before me and she loved it,1,1,1
919,interesting read in play format.  But once I got started it was absorbing.,1,1,1
608,"Great short story, not a complete book as before.",1,1,1
769,"I have real all the Harry Potter books NUMEROUS TIMES,  and now add a mom I am reading them to my kids.  They are a part of my life have been for many many years.  That being said, I fully believe this is one if the ABSOLUTE WORST BOOKS I have read as an adult.  The fact it was written as a play made it IMPOSSIBLE it get immersed in like the other HP books.  The plot was STUPID, the story line was childish.  It horrible.  I want my money back and the last several nights I have read this POS.  I WILL NEVER GET THAT TIME BACK.",0,0,0
2962,It was fun for me to revisit Harry's world again and to see how he is as an adult. I loved how Harry and his son come to terms with their relationship to form a new bond.,1,1,1
3032,Loved the read.,1,1,1
1013,I am so glad I got a chance to read this book.  It put so many things into perspective about Harry Potter and gave me a window into his future. It is a wonderful book even if you are 6 or 60.  I can't wait to see the movie for this story.  I would tell you more but it will be more exciting if you read it yourself.,1,1,1
2430,Yech. I couldn't get past the first Act.  What an insult to JK ROWLING.  Her books are so entertaining and this was just so poorly conceived and written,0,0,0
1097,"I HATED the way this book was written - like a script. It was very annoying. I didn't finish the book, and I don't think Rowling wrote this. Terrible.",0,0,0
2848,"ATTENTION -- SPOILERS AHEAD

As a Harry Potter fan, but also as an actor and director of stage plays, I was thoroughly entertained by this script.  I know a lot of HP fans are upset that this isn't a novelization of the play, but I was delighted.  I enjoy reading plays, and finding new materials to perform and direct.  When this play is available for amateur productions, it will be on my list.

I actually found the time-turner aspect of the story a lot of fun.  Yes, the HP world has shown us before that time travel is a closed loop... but we also only saw that from a few hours point of view in the third book... this one plays the time travel aspect going back 20 some odd years... and even 40 years at one point.  It's the same premise that was used in the Back to the Future series.  When what is supposed to happen doesn't happen, what are the consequences?  You end up with alternate time-lines, and until the loop is closed and the things that were supposed to happen actually happen, everything will be slightly off from what you knew before.  When it first happens in our play, the world as our young heroes (and make no mistake, the true stars of this story are Harry's son Albus, and his best friend Draco's son Scorpious) is different.  Not a lot different, but enough to have wiped out one family they knew... Showing that when even small, subtle things don't happen like they were supposed to, changes are made for both good, and ill.  Their second trip back in time tries to undo some of the damage done by the first trip, and still complete what they believe is their mission... but this one goes even worse than the first trip back.  It's an upside world, and, as an actor, I find that a brilliant challenge to play.  How do you take a character so well known, and turn them upside down so the core of who they are is the same, but their experiences are different, and subsequently the choices they made.

I look forward to seeing the stage show when it comes to the US... and eventually look forward to tackling this story as an actor/ director.",1,1,1
4027,"I was not looking forward to reading a script, but it didn't take long to adjust.  I loved the story and wish I could see the production.",1,1,1
3516,Big disappointment for a JK Rowling book.,0,0,0
3632,"As a lifelong Harry Potter fan, I was so excited for the release of the next story - months and months I waited in anticipation, and then, last night, I finally read it.

What a disappointment.

As J.K. Rowling did not write the book, the characters in the play feel like strangers. The tone of the book is just...off. The plot-line is weird, and doesn't follow along with the logic and rules established in the series.

Personally, I think this book reads like fan-fiction - but BAD fan-fiction, to say the least. I spent my teenage years on sites like MuggleNet, and I have definitely read some good Harry Potter fan-fiction in the past.

This story just feels wrong, and is totally amateurish. If you're not a die-hard Harry Potter fan, you might enjoy this story for the entertainment value, but as a die-hard fan, I was supremely disappointed.",0,0,0
3662,"For the price paid, book was a disappointment. Was a mini book but charged like one of the last books which were full books.",0,0,0
1130,"This was pretty bad, and for what it's worth it doesn't have anything to do with the script format of the book. It's the story, the story is absolutely vapid, and were it not for its title it would have been discarded among the throng of shameful attempts at engaging storytelling. The plot is centered around time travel, quite possibly the most cringeworthy storyline cliché imaginable and completely passes over the essence of the series in the first place. Throughout the first few acts the reader is constantly being jerked around in a half-assed attempt to catch them up to speed, and the sparse snapshots of life that we are shown do little to rival the sentiment of merely watching an episode of Full House. I'm thoroughly convinced that anybody who rushes to the defense of this book is so intransigently entrenched in fandom that they couldn't work past the guilt of having grown up with Harry Potter to even consider slandering this abomination to an incredible series. I can't help but think that this shoehorned hardback is opportunism at its finest.",0,0,0
2811,Absolutely not worth it. Read like a bad fan fiction.,0,0,0
1197,Bought this to complete the Harry Potter set.  It will be hard reading for our grandson as it is written in play form.,0,0,0
2187,Reads like fan fiction but guess it's nice to continue Harry Potter some...,1,1,1
87,"It's been said better in other reviews, but really, this script can't stand without the spectacle of the stage.",1,1,1
1812,It's a Harry Potter Book...need I say more?,1,1,1
4587,"Reading this was like visiting an old friend and picking up right where we left off, without missing a beat.",1,1,1
4167,Yes I know some didn't like the alternative universe but you know what?  I did.  I thought the overall concept was great and the alternative universe interesting but then again i do like draco and ginny.  Read it and make your own mind up.,1,1,1
1198,Play reads well can't wait for the Movie LOL,1,1,1
4694,A welcome addition to the wizarding world of  harry potter.,1,1,1
4307,This book did not disappoint!  I was glued to it from the first page. I had to go back and reread The Goblet of Fire with this fresh perspective and it fit the storyline seamlessly.,1,1,1
1516,"My son enjoyed it, but didn't think it was as good as the original stories.",1,1,1
4439,"I love J.K. Rowling's writing. I have the entire series of Harry Potter. This book is a bit different. It is written more as a play write and if you aren't familiar with play's the descriptions and themes are lain differently than in a typical book. However, this is an action packed book and takes you on a very interesting and unsuspecting journey. The story twists between Harry and his son Albus, and the definition of their relationship is interesting and not quite what you would expect. However, the fact that he hates that his father is famous and has a very well-known past is interesting to say the least. If you love Harry Potter books and you think you would like to try this one. The only thing I would say is be prepared for the play write style of writing in this book. Totally safe reading for kids and young adults. Shoot ! I recommend this book to people of all ages.",1,1,1
1628,Excellent. I recommend it to all!,1,1,1
974,"The complaint that it reads to fast, well no shiz sherlock its a play. However, JK Rowling makes it keen to make fun of her then young fans that have become adults that joint pain is a thing of the future :). One word the revival of the importance of Snape in the Hogwarts reminds you the people that are long gone that you will never see may be the most important people to our own stories.",1,1,1
4427,One would get the impression that this was written by JK Rowling from the cover and the hype.  But that's not the case.....I'm not sure how her name got on the cover.,0,0,0
2404,"I love her books, but I always hate how I feel like she shouldn't have ended them their. But I was raised with Harry potter so I was still very pleased with the book.",1,1,1
3325,"Did not like the play format. If you are expecting JK Rowling quality writing you will be disappointed too. Very dull, non-eventful. Not even close to the descriptive, edge of your seat Harry Potter books.",0,0,0
1915,It is a faster paced read & enjoyable; the playscript format helped provide needed info for those who may have not read or watched all of the previous movies...Definitely worth your time!,1,1,1
4391,"Excellent! I just wish it was a lot longer store. More, keep potter alive!",1,1,1
2345,"This book was a complete disappointment. As a huge Harry Potter fan, I bought the book expecting the JKRowling magic. I don't think she had much input. The characters were nothing like the ones we got to know & love through the years. It was hard to follow the convoluted mess & even harder to accept the premise.",0,0,0
1394,very great quality cant wait to dive in and read it,1,1,1
2337,"If you start reading this expecting it to be the official next novel in the great Harry Potter world then prepare to be disappointed.  This is a warning for those who think this is an eight novel.  The writing is poor and the characters suck.  Harry Potter 1-7 were fantastic, but this pile of crap is exactly that.",0,0,0
993,"Loved the book, great add-on to the Harry Potter stories.",1,1,1
2241,I didn't read the book. I bought it for my elementary age kids. They love Harry Potter so I thought they'd like this new book. NOT SO! It's written as a play so it's confusing to them. I'm not even sure they finished the book. Wish I had waited and just borrowed it from the library.,0,0,0
4161,"I was hesitant for a minute about reading a play. Then I bought it.
It was great.!",1,1,1
44,"I'll keep this brief. I'm giving this 2 stars, and I feel like that's being pretty generous. I have been a Harry Potter fan for 18 years. I grew up with these books.  I was extremely excited to read this, but I ended up feeling completely let down. The characters were poorly written and not true to the cannon books. The plot was bumpy, predictable, and unimaginative. I felt that the pacing was off, and the ending just felt....forced and hokey. I just felt that this book did a terrible job honoring the characters that I grew up loving.  I agree with other reviews that have said this: no one should write these characters except for J.K. Rowling herself.",0,0,0
4556,"This book wasn't bad, but it didn't feel a real Harry Potter novel to me for some reason that I can't put my finger on",0,0,0
2201,Hard to read as a play. however nice to see the old characters back in action!!,0,0,0
901,"not written by j.k.rowling, and you can tell",0,0,0
2506,Love this book and the whole Harry Potter series!,1,1,1
3896,This book was awful.  It was as if it had been written by middle school children.  The dialogue and voices weren't even close to what you would expect of these characters if you'd read any of the other books.  Very disappointing.,0,0,0
4304,It was like reading bad fanfiction.,0,0,0
4002,One more of JKRowling book... it;s interesting...,1,1,1
4724,I appreciated the story was much more grown-up. Instead of consequence -free adventure the adults had to consider more than just themselves.,1,1,1
2532,"The concept of Harry's son struggling with his Dad's reputation is incredibly fascinating to me. Execution wise, it definitely missed the mark. The characters we fell in love with were not here and the storyline really struggled. Everything we loved about the books (all the details, side storylines, really interesting supporting characters, multi dimensional characters) were missing here. A large part of that is a casualty of the play format. I preordered and finished this book within 24 hours of receiving it and felt really disappointed. I felt like the magic of the books was missing.",0,0,0
4045,"Because this title was written as a screenplay first, and not by JK Rowling, it doesn't seem to flow as well as the original series. Starts off very slow and finishes OK.  If you are expecting a book as well  developed and engaging as the first 7, you might be disappointed.",0,0,0
2037,My granddaughter was thrilled to death.  She has read all of the other Harry Potter books so is ready for this one.,1,1,1
2462,"It is pretty obvious Rowling had little to do with this work. It is inconsistent in content and characterization. The plot is weak. As many others have stated, it reads like a badly written fanfic. I've read BETTER Harry Potter fanfic than this story. A huge disappontment. Basically it is fandom wish fulfillment, including many clichéd elements from many fanfics. I was surprised that by the end, Albus and Scorpius had not snogged. Seriousy, a slashy element was probably the only cliché missing. A waste of my time and money.",0,0,0
90,I loved to be in the HP world again after such a long time. I felt like a kid again,1,1,1
