web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584086514-3387","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Stike","Five Stars","Reviewed in the United States on November 8, 2016","No nudity, disappointing.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_339?ie=UTF8&filterByStar=positive&pageNumber=339&reviewerType=all_reviews","null"
"1584086439-3029","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Alex","Good as play.","Reviewed in the United States on September 4, 2016","Story surprisingly interesting. Reading a play is fun. In fact I much rather read this as play than see it performed as performance is probably going to make it too cheesy.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_303?ie=UTF8&filterByStar=positive&pageNumber=303&reviewerType=all_reviews","null"
"1584085915-685","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Angela C. Scudder","Follows the writing style of J K Rowling and makes ...","Reviewed in the United States on December 2, 2016","Follows the writing style of J K Rowling and makes a smooth transition from the last Harry Potter book. Is based on the play and written in that style but still a must read for any fan of Harry Potter.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&filterByStar=positive&pageNumber=69&reviewerType=all_reviews","null"
"1584086749-4439","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","I dont understand all the hate","Reviewed in the United States on August 5, 2016","I have been a Harry Potter fan ever since I can remember, I love the books and everything about this world. going into this book I knew it was a play, and I knew Rowling did not write it. I overall like this book I was so happy to read at where everyone was at in their life, it makes sense. I highly recommend it all these people complaining about it but I can guarantee you not one put the book down for a second.

I will say I wish there was more substance in it more harry and his family but I know they had to speed time up for sake of the play,
overall i really like it, just give it a read and former your own opinion,","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_444?ie=UTF8&filterByStar=positive&pageNumber=444&reviewerType=all_reviews","null"
"1584085762-99","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Randy","Another Masterpiece.","Reviewed in the United States on December 16, 2019","I know some of you don't know how to read a play and that is a skill set required to garner enjoyment from this installment.  Having said this, it is nothing short of a masterpiece.  The same story twists and unexpected turns, sometimes to the point you would rather have the situation a bit less unexpected.  Either way, it works out in the end, more or less (no spoilers).  And you'll never guess who the ""bad guy"" might be, until the very end, Snape style; although, he was the ultimate good, or was he?","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=positive&pageNumber=10&reviewerType=all_reviews","null"
"1584086484-3244","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Brenda Hoover","Five Stars","Reviewed in the United States on January 19, 2017","Product that was shipped was as described.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_325?ie=UTF8&filterByStar=positive&pageNumber=325&reviewerType=all_reviews","null"
"1584086280-2310","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","NME","Five Stars","Reviewed in the United States on September 9, 2016","Arrived in excellent condition.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_231?ie=UTF8&filterByStar=positive&pageNumber=231&reviewerType=all_reviews","null"
"1584086497-3303","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","nhlilpawz","Five Stars","Reviewed in the United States on October 17, 2016","Good book, waiting for more.. And maybe a movie","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_331?ie=UTF8&filterByStar=positive&pageNumber=331&reviewerType=all_reviews","null"
"1584085874-520","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Laura's Reviews","Engaging Story!  Miss the Details a Novel Would Have.","Reviewed in the United States on August 19, 2016","“Do you know there is a new Harry Potter book out?”  I have been asked this countless times over the past couple of months.  I did know there was a new Harry Potter tale out, but I knew it was a play that was opening in London and the script was being published as a hardcover – not as a narrative book.  I also know that J.K. Rowling said that the Harry Potter series stopped by book seven and I felt unwilling to move on from what had been promised.  Then I kept hearing snippets of all sorts of intriguing things happening in the Harry Potter world and I could not resist anymore and ordered the book.

I first fell in love with Harry Potter in my undergraduate years at Michigan Tech in the late 1990’s.  The first two books had been published and I heard great things about them.  I received them for a Christmas present and soon found myself engrossed in the tale.  Friends would laugh to find me in cubbyholes between engineering classes reading furiously.  I preordered each of the following novels and loved the entire series.  Was I ready to see what happened to Harry Potter, Ron Weasley, and Hermione Granger 19 years later?  Yes.

Harry Potter and the Cursed Child starts off right where book seven ended – with Harry, Ginny, Ron, and Hermione dropping their kids off to take the Hogwarts Express to school.  Harry’s middle son, Albus, worries that he will be sorted into Syltherin and his worst fear is realized.  He also befriends Draco Malfoy’s young son, Scorpius.  Harry and Albus struggle with their father and son relationship, especially when Harry tries to ban the friendship between Albus and Scorpius.  Albus feels adrift and decides to correct what he feels was his father’s greatest error by stealing a Time-Tuner with Scorpius and a new friend, Delphi.  They travel back to the Triwizard Tournament that was held in Book 4:  The Goblet of Fire.  Things don’t go exactly as planned and time goes amuck.  I thought of this as Back to the Future 2 after Biff goes back in time and screws up the future.  Will Albus and Scorpius be able to remain friends?  Will time go back to what it was or will dark forces be unleased?

I really enjoyed this play, and it really made me want to see it on the stage.  I hope it comes to the United States one day and/or gets turned into a fantastic movie.  It was a very engaging story.  I missed the great detail that is found in a Rowling novel and wished that she could turn this story into a full-fledged novel.  As it was a play, it was a very quick read.  This was welcome as my oldest son (10-year old Kile) started the Harry Potter series at the end of July and just finished book six today.  I realized I better get this review up as he will be reading this play before I know it!
My favorite quotes:

“Meet the once-great Harry Potter, now a stone-cold Ministry man.  I will leave you in peace, sir.  If peace is the right word for it.” – Mr. Diggory

“The truth is a beautiful and terrible thing and should therefore be treated with great caution.  Dumbledore.” – Harry Potter

“I don’t care what you did or who you saved, but you are a constant curse on my family, Harry Potter.” – Draco Malfoy

Do you enjoy reading plays?  What is the play you’ve enjoyed the most?

Are you a fan of Harry Potter?  Have you read The Cursed Child?  If so, what did you think?

Overall, Harry Potter and the Cursed Child was a great story.  I would have loved the detail that a novel would have contained, but the storyline was intriguing. I also loved the growth and different three dimensional view the storyline gave many of the characters, in particular, Draco Malfoy.

Book Source:  Amazon.com","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=positive&pageNumber=52&reviewerType=all_reviews","One person found this helpful"
"1584086405-2861","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","HLW","Five Stars","Reviewed in the United States on October 4, 2016","Well written, as all her books!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_287?ie=UTF8&filterByStar=positive&pageNumber=287&reviewerType=all_reviews","null"
"1584086504-3335","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Dana Cook","Five Stars","Reviewed in the United States on September 7, 2016","Thank you","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_334?ie=UTF8&filterByStar=positive&pageNumber=334&reviewerType=all_reviews","null"
"1584086075-1374","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Felix Delgado","Great read for Harry Potter fans","Reviewed in the United States on October 4, 2016","Just like other novels in the series. I read it twice enjoying it throurouly both times. I highly recommend this book.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&filterByStar=positive&pageNumber=138&reviewerType=all_reviews","null"
"1584086017-1117","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mandie Schroeder","The Cursed Child","Reviewed in the United States on September 6, 2016","I've never read a screenplay before and it was a quick, easy read. I enjoyed it and gasped out loud at a couple of times. If you're a Potter fan, it's worth the read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&filterByStar=positive&pageNumber=112&reviewerType=all_reviews","null"
"1584086217-2018","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","carol butler","I love all the Harry Potter books","Reviewed in the United States on October 6, 2016","I love all the Harry Potter books, this one was a great addition.  I hope there are more books to come.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_202?ie=UTF8&filterByStar=positive&pageNumber=202&reviewerType=all_reviews","null"
"1584086268-2254","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","S. Brems","Loved the flashbacks","Reviewed in the United States on September 3, 2016","Very creative carry-on of the original story, with room for another sequel.  Loved the flashbacks.  Don't see how they can do this on stage.  I guess I will just have to make a trip to London to see the play. If you have missed characters from the books, you'll be able to meet them again.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&filterByStar=positive&pageNumber=226&reviewerType=all_reviews","null"
"1584085965-893","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Katherine","Good read!","Reviewed in the United States on February 7, 2018","Different but good. J.K. Rowling did it again. I really liked this book. It was the last of the set I wanted to read.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=positive&pageNumber=90&reviewerType=all_reviews","null"
"1584086043-1238","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","jerry","Buy today or regret tomorrow","Reviewed in the United States on September 29, 2019","Another escape from reality. Ty jkr!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&filterByStar=positive&pageNumber=124&reviewerType=all_reviews","null"
"1584086317-2475","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Aida","Harry Potter and the Cursed Child","Reviewed in the United States on December 13, 2016","great story...yet far out...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_248?ie=UTF8&filterByStar=positive&pageNumber=248&reviewerType=all_reviews","null"
"1584086345-2591","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","HappyCoder","Four Stars","Reviewed in the United States on October 6, 2016","Great book","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_260?ie=UTF8&filterByStar=positive&pageNumber=260&reviewerType=all_reviews","null"
"1584086672-4086","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Cass","Five Stars","Reviewed in the United States on December 31, 2016","love it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_409?ie=UTF8&filterByStar=positive&pageNumber=409&reviewerType=all_reviews","null"
"1584086079-1391","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Bodo Knows","Your a wizard Harry","Reviewed in the United States on September 5, 2016","Would buy from seller again, product arrived on time and as described.  Great price and great product! Thank you!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=positive&pageNumber=140&reviewerType=all_reviews","null"
"1584085992-1003","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Alitheah","... has a ton of negative reviews but I really enjoyed it. I came in with no expectations","Reviewed in the United States on August 25, 2016","This book has a ton of negative reviews but I really enjoyed it. I came in with no expectations. As a huge Harry Potter fan this was definitely something to add to my collection. It's a fast read and it will take you on a roller coaster of emotions, you'll have a serious love/hate relationship with this book.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&filterByStar=positive&pageNumber=101&reviewerType=all_reviews","null"
"1584086017-1115","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jennie T. Vander Helm","Interesting but disappointing","Reviewed in the United States on August 20, 2016","After seeing the Harry Potter movies numerous times I decided to read this new book.  I was disappointed in the way it was written, in play form.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&filterByStar=positive&pageNumber=112&reviewerType=all_reviews","null"
"1584085953-847","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","It was really a good story. It was different reading it as a ...","Reviewed in the United States on September 26, 2016","It was really a good story. It was different reading it as a play and I prefer the ""book"" style but because I got into the whole Harry Potter saga I wanted to read this, too.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&filterByStar=positive&pageNumber=85&reviewerType=all_reviews","null"
"1584086320-2485","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Lauren Taggart","Potter is back!","Reviewed in the United States on August 14, 2016","Loved it! So happy I purchased this.  The play format is not the most reader friendly but, you get used to it quickly so don't let that deter you.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&filterByStar=positive&pageNumber=249&reviewerType=all_reviews","null"
"1584085775-141","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","DRGATB","If you loved the original, you'll enjoy the finale.","Reviewed in the United States on October 4, 2016","This finale is a bit disappointing because of it's format and the limitations of its length.  Lot's of places where the reader, or at least I thought "" no one would ever do/think/act like that...but because I was fond of the characters, I enjoyed this and didn't find it a waste of time.  Overall a a good experience.  As I was reading this, I kept imagining how it would be staged - and I suspect it would be great fun.  Will look forward to this coming to a ""theater near me.""","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=positive&pageNumber=15&reviewerType=all_reviews","null"
"1584086182-1864","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","EvG","Five Stars","Reviewed in the United States on December 26, 2017","my wife read it and she loves it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&filterByStar=positive&pageNumber=187&reviewerType=all_reviews","null"
"1584086858-4921","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","N. Edwards","Definitely potter","Reviewed in the United States on October 20, 2016","Authentic,well written potter tale. Believable characters, who make you want to see more. I look forward to more,as well as the movie in November.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_493?ie=UTF8&filterByStar=positive&pageNumber=493&reviewerType=all_reviews","null"
"1584086680-4122","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Cassie Wedding","Five Stars","Reviewed in the United States on August 28, 2016","Loved it!! Was worth the wait to read the rest of the story!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_413?ie=UTF8&filterByStar=positive&pageNumber=413&reviewerType=all_reviews","null"
"1584086253-2184","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Michael H.","Will read it again","Reviewed in the United States on September 5, 2016","Although a different kind of read. still enjoyable.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&filterByStar=positive&pageNumber=219&reviewerType=all_reviews","null"
"1584086616-3842","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Allison S.","Takes me back","Reviewed in the United States on August 16, 2016","Reading HP growing up was a joy! This book gave me that warm fuzzy feeling as did the GO series. Can't wait to see what they come up with next.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_385?ie=UTF8&filterByStar=positive&pageNumber=385&reviewerType=all_reviews","null"
"1584086775-4554","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Edward","More than fulfills expectations","Reviewed in the United States on August 6, 2016","Highly satisfying; intricate, even ingenious storytelling that does a fine job of envisioning the adult incarnations of the famous characters. The script format is an adjustment but I quickly came to appreciate the way it activated the reader's imagination to fill in the vivid action alluded to.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_456?ie=UTF8&filterByStar=positive&pageNumber=456&reviewerType=all_reviews","null"
"1584085797-231","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Gunnison Trail Rider","I was delightfully surprised with how much I enjoyed it. My one complaint","Reviewed in the United States on September 29, 2016","Being a huge HP fan, I was skeptical that the magic of those books, which increased in volume with each new volume ;-), could possibly be replicated in a screen play format.  So skeptical in fact that I wasn't even planning on buying this, where I had pre-bought each of the HP books just as soon as they were available.....but once we reached the publication date, I couldn't resist the allure of buying it with One-Click for my Kindle.....I was delightfully surprised with how much I enjoyed it.  My one complaint, as you might expect, was that it ended much too soon.  Whereas the HP books would give me days of reading pleasure, I finished the Cursed Child in only a few hours.  But the magic was definitely still there!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=positive&pageNumber=24&reviewerType=all_reviews","null"
"1584086403-2852","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kathy McLaughlin","Five Stars","Reviewed in the United States on September 1, 2016","Completes my set","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_286?ie=UTF8&filterByStar=positive&pageNumber=286&reviewerType=all_reviews","null"
"1584086245-2141","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Frederick J. Dale","Four Stars","Reviewed in the United States on December 11, 2016","Need to be written with more depth","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_215?ie=UTF8&filterByStar=positive&pageNumber=215&reviewerType=all_reviews","null"
"1584086828-4792","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","but you could see that Harry love his son","Reviewed in the United States on August 23, 2016","He had a child that act just life him and he did not not know how to deal with it..Made a few mistakes, but you could see that Harry love his son. It was a good mystery and ending was great. I wish I could see the play!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_480?ie=UTF8&filterByStar=positive&pageNumber=480&reviewerType=all_reviews","null"
"1584086482-3240","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Annette Gstohl","Five Stars","Reviewed in the United States on December 25, 2016","Love the Potter stories.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_324?ie=UTF8&filterByStar=positive&pageNumber=324&reviewerType=all_reviews","null"
"1584085939-783","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","Brilliant","Reviewed in the United States on November 3, 2016","Not at all what I expected but brilliant all the same. I was able to envisioned all the scenes clearly and must say this is what wonderful continuation to the series. Well done J.K.R. well done.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=positive&pageNumber=79&reviewerType=all_reviews","null"
"1584085807-276","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jennifer Tryon","A Fun, Quick Read","Reviewed in the United States on November 26, 2016","I may, or may not, have finished this book in under 1 day. Once I picked it up, I couldn't put it down. I am biased as I absolutely love the Harry Potter series and I wish it could have gone on forever. I thought it was very interesting reading it in script format. Even though I really did really enjoy the book, it is not one I will be picking up to re-read anytime soon.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=positive&pageNumber=28&reviewerType=all_reviews","null"
"1584086841-4856","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","J Holt","Four Stars","Reviewed in the United States on July 31, 2016","Good to be back....but it's just not the same!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&filterByStar=positive&pageNumber=486&reviewerType=all_reviews","2 people found this helpful"
