web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584087369-5296","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Tim Scharf","Unfortunately I just didn't like the story","Reviewed in the United States on June 21, 2017","Unfortunately I just didn't like the story.  I could really tell that it was not written by J. K. Rowling.  Also, I know it was a play, but it definitely would have been better served if it was rewritten as prose for this format.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=three_star&pageNumber=30&reviewerType=all_reviews","null"
"1584087632-6465","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Skylar Whitaker","A imbalance of everything we wanted and a lot of everything we didn't","Reviewed in the United States on August 9, 2016","This book (script) took me on an emotional roller coaster for the 4 hours it took me to read. I'm going to break it down into pros and cons without trying to reveal too much.
Pros:
- We get a good dose of nostalgia. In particular, I love that Harry shares the first piece of Wizarding wisdom ever bestowed upon him with his children in Kings Cross station. That's one of many moments I loved.
- We get to see our favorite characters all grown up. Harry grappling with being a parent when he doesn't have parents of his own to model after was very realistic, in my opinion.
- Hermione's job title is nothing less than what I'd expect.
- James Potter is every bit his namesake, and I like it.
- Overall, it was a decent read. I enjoyed it, despite the flaws.

Cons:
- What is this timeline? Trying to imagine it as a story, it's hard to follow. What year are we in? Are we jumping back or forward right now? Attempging to imagine it on stage? Impossible.
- Plot holes everywhere.
- The plot twist? Most unbelievable of it all. Literally, you can't believe it because you know it's bogus.
- SPOILERS HERE. Character interaction is awful. Do we even know these people anymore? Hermione sucks at her job, Harry is disrespectful and inconsiderate to everyone, Ginny's a health freak, and Ron's a... drunk? Not to mention, Ron and Hermione's child doesn't like Harry's? What is that? Rose would stand by Albus, I'm sure of it.
- It does not feel like JK did this. It feels like fan fiction.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&filterByStar=three_star&pageNumber=147&reviewerType=all_reviews","null"
"1584087600-6330","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Healthy FitMom","The Phantom Menace of Harry Potter (Character analysis included- No plot spoilers)","Reviewed in the United States on July 31, 2016","***(Contains short analysis of main and supporting characters - No plot spoilers!)***

I will preface this by saying that I will love Harry Potter, ""Always.""
I wish I could say that I was under the Imperius Curse giving this 3 stars.

If you read the script objectively, not expecting it to be a continuation of the novels, it is more enjoyable. Seeing the play in person would give MUCH more personality to the characters and greatly enhance the magic of each scene.  I suppose I would rather have been able to read the story this way, then not at all.
I have a family member that saw the West End Production and said it was an INCREDIBLE experience - every detail was thought out and it was like real magic. I believe that.

Reading ""Cursed Child"" as a script doesn't have the same feel as reading the novels.
I missed Harry's internal thoughts that gave him depth in the first 7 books. This was forgivable since the characters' personalities still showed through their dialogue and stage directions.  Breaking the fourth wall may have been cheesy or awkward on stage, while on the other hand, some of the corny humor would be more comical watching the play with the right delivery. It's nearly impossible to envision the intricacies of the scenery, music, and effects on stage by reading this. I'm rating the script with that knowledge and not at face value. If I were to compare it to the last 7 books, zero stars would be appropriate.

The scene designations help set the stage for the characters both in the wizarding world and in the play, which made this a unique addition to the series. The pace moves VERY fast in the play compared to the past books.  This left little time for character and relationship development, but that is understandable given the format.

I was looking forward to reading this as a play, that is not the issue. The story itself has a lot of plot holes, inconsistencies (especially in ""rules"" of magical objects), and things left unexplained. Some favorite characters were thrown into the story, just for the sake of making an appearance. I wish I liked the story better than I did, but it was so cliche and predictable. Promoting this as the ""Eighth Story"" gave me false hope. It was more like a quick glance into one messy event in their future. I wish I could see the play because the superb acting, music, and exciting effects may have made the plot bearable. I LOVE Harry Potter and I wanted to love this script.

As for the ""secrets,"" grab a chair, some butterbeer and start reading.

****Character Analysis - Read ahead if you do not mind learning about some characters' personalities and backgrounds - Does not ruin the plot******

The beloved wizards we grew up with are still relevant and relatable as they have, like us, grown older and are experiencing life in a whole new light. Harry, Ron, Hermione, and Ginny's personalities are somewhat consistent with the previous stories, but have evolved as they are now tackling marriage, careers, and the joys/worries of parenthood. There are moments when they are familiar, and others when you wonder what the authors were thinking. Did the creative, imaginative J.K. actually write this?

Although the story does focus a lot on their children, the baton has not completely been passed.  There were some positives. Ron's sardonic comments made me chuckle. Ginny's dry humor and quips are more profound. Hermione's intelligence, helpfulness, and compassion are endearing. Harry's fierce passion for his loved ones and what he believes, along with other traits that make these characters who they are, gave me a sense of nostalgia. I feel like Harry had time to become his true self, without the weight of Voldemort and being the ""chosen one"" on his shoulders. Although, as one can imagine, his past still haunts his life in unexpected ways.

We are even treated to the delightful, lip curling, Draco. I must say though, adulthood looks decent on him, even if it makes him a very inconsistent character.

The new generation of characters all have personalities that make sense. Rose Granger-Weasley (how fitting is that surname?) is brilliant, and a bit bossy like her mother, but is more confident in her abilities since she comes from a wizarding family.  She is quick to judge like her father, and this flaw can get the best of her, despite her good intentions and other enormous talents.

Albus Severus has not only the Potter name to live up to, but the great wizards he was named after who sacrificed their lives for the greater good. Plus, spending the last 11 years with his boisterous older brother James Sirius has molded him as the more reserved of the two. James could be the reincarnation of a stag we once knew; are we sure Harry decided not to use the resurrection stone?  This isn't to say Albus doesn't have his own voice. The House he is selected for is fitting, and with the help of his supportive parents and loyal friend, he is more than just an introverted, misunderstood teenager.

If an anthem was written about Scorpius Malfoy it would be entitled, ""don't judge a book by its cover."" He is eccentric and desperate for a real connection, being raised under an isolated, overprotective, household.  Scorpius is sharp, friendly, and intuitive. His childhood could be compared to the boy who lived in a cupboard under the stairs. Only, his cupboard extends through a Manor with an extensive library from the magical world; he at least knows who he is and where he is going.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&filterByStar=three_star&pageNumber=133&reviewerType=all_reviews","12 people found this helpful"
"1584087309-5040","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Z Hayes","Engaging and readable, but I miss the HP novels as penned by JKR","Reviewed in the United States on August 4, 2016","I only got around to reading HARRY POTTER AND THE CURSED CHILD yesterday and finished it in about 2 hours. It is a quick read, mainly because it is written as a script. I don't understand all the complaints about this since from the beginning it was advertised as such. That being said here are some of my impressions of this latest offering in the series (although strictly speaking it really isn't part of the novels, since it is just a script) - Warning SPOILERS AHEAD!:
- I enjoyed reading about Harry and Ginny's and Ron and Hermione's lives post The Battle of Hogwarts, albeit 22 years later. They are about 40 here and have matured into the responsibilities of adulthood with their respective careers and family commitments. Ron is the exception, however, retaining his goofiness and his career, if it can be called that, is running a joke shop which somehow isn't a stretch at all given his off-beat character.
-The focus of this script is on the story of Albus Potter, Harry's second son, who can't seem to measure up to his older brother James, or even his younger sister, Lily, both of whom get into Gryffindor, while Albus gets sorted into Slytherin. Albus also becomes fast friends with Skorpius Malfoy, the son of Draco Malfoy, although Skorpius here is presented as a geeky, Hermione-sort character with his fondness for books and learning. To cut to the chase, the plot focuses on Albus and Skorpius going on a quest of sorts to set things right and to bring Cedric Diggory back alive, all using a contraband Time Turner. Things off course go horribly awry, and it is left to the famous trio and even Draco to rescue their offspring.
- The story starts off in jumps and starts and the plot is a little confusing as we are taken back and forth in time, but after a brief period, things slow down enough and I was able to appreciate the narrative and where the story was taking me.
- The dissatisfying part of all this is that the story is too brief (it is after all meant to be staged as a play) and I felt a full-length novel would have done the story justice. There's not enough character development and a lot of it has to be sort of imagined.

Final Verdict - engaging and readable (a really quick read), but could have been better as a full-length novel. Although J.K. Rowling contributed ideas for the story as it says on the cover, I believe the writer of this play is Jack Thorne. Personally, I don't think it would have taken too much effort on J.K. Rowling's part to flesh this out into a novel, and fans would have been so much more grateful for the effort, but I guess we have no choice but to just enjoy this for now. You know, unlike the 7 canon books in the HP series, I don't feel the compulsion to re-read this, and that says it all, I guess.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=three_star&pageNumber=4&reviewerType=all_reviews","null"
"1584087578-6222","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Ezra711","Interesting continuation","Reviewed in the United States on August 7, 2016","Ok story but didn't like play format. Kept true to the characters. A bit predictable but then all the books were to some extent","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&filterByStar=three_star&pageNumber=123&reviewerType=all_reviews","One person found this helpful"
"1584087312-5051","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Jennifer R. Hill","Cursed Child was ok....","Reviewed in the United States on August 2, 2016","As a fan of Harry Potter and JK Rowling's superb books, I found this one disappointing. It missed the mark since it was written as a play. Rowling is one of the best children's authors of all time but we did not see this in the play. In some ways it felt disconnected - you could actually see it was written by different people in parts of it.
i think that the characters were portrayed well. Harry would have changed a lot from the time of the last book. He's an adult now struggling with work and raising his kids. Albus is a whiny teen who has never known the real struggles people went through to create a safe world. He's like so many teenagers I know today. They create problems for themselves out of nothing because life has been a bit too easy for them.
Scorpius is truly my favorite character. I don't want to give anything away by saying much more though!
I have read it twice and the second time was better than the first. It is not my favorite Potter book by any means.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=three_star&pageNumber=5&reviewerType=all_reviews","2 people found this helpful"
"1584087347-5207","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Miss Mellie","Adequate","Reviewed in the United States on August 16, 2016","It lacks the palpable emotion of the books.  Obviously, given that it is written in theater format, it is difficult to get a feel for the characters.  It is has interesting possibilities but I think JK Rowling would greatly help things along if she were to write the STORY now that the play version has been released.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=three_star&pageNumber=21&reviewerType=all_reviews","One person found this helpful"
"1584087617-6393","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","haileyfierce","Not what I was expecting","Reviewed in the United States on September 14, 2016","When you see the name Harry Potter, especially on a book, you have high expectations. You spent 7 books getting to know and love these characters, half the time during this book I couldn't even recognize these characters. They were so different and nothing like you'd imagine they'd grow up to be.
I was so excited to read this but I'm left incredibly disappointed. It's a really quick read which is probably the only reason as to why I decided to finish.
There were parts in the book that made me laugh out loud and parts that broke my heart and made me cry, those parts are because Harry, Ron, and Hermione were so out of character, some of the things that were said are things I never thought would come from their mouths.
This book has a lot to do with the past, the Triwizard Tournament and Halloween of 1981. The authors of this book created all new lines, Ludo Bagman is introducing the victors of the tournament and his lines don't match up to what was said in the 4th Harry Potter book. They changed the what happened in the past for no apparent reason. I kept waiting for Harry to say ""that's not what happened"", ""he wasn't the first one there"".
The writing was cheesy, the storyline was cheesy. I complete agree with the people who said this book feels like fan fiction. That's exactly what this is. Everything has changed and not in a good way.
If you can forget the Harry Potter series and everything that we know happened, I can see how people find this book to be amazing and love it so much. I personally cannot forget my experiences and the journey I shared with Harry Potter to fully appreciate this new story about Albus.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=three_star&pageNumber=140&reviewerType=all_reviews","One person found this helpful"
"1584087400-5431","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","artist","predictable","Reviewed in the United States on October 4, 2016","It is an ok read, play form is not always my favorite reading.  She takes the characters forward but is almost predictable and I did not feel it was worth the excitement or the price. I was disappointed.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=three_star&pageNumber=43&reviewerType=all_reviews","null"
"1584087457-5678","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Linda","WTF","Reviewed in the United States on October 7, 2016","I don't understand publishing this in play format. Makes it difficult to read.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=three_star&pageNumber=68&reviewerType=all_reviews","null"
"1584087561-6142","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Kari Newman","Not much storyline","Reviewed in the United States on August 14, 2016","Although the story was a genuine Rowling story, this adaptation for the stage lacked the magic that is present in the books. Sure, there were plenty of speeds cast, but there was so little detail that the story seemed distant and just a shell of what the story should be. Worth reading for hard core fans, but unlike the books, this offers no intrigue or hints of what might come in the future.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&filterByStar=three_star&pageNumber=115&reviewerType=all_reviews","null"
"1584087593-6294","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Barry Busch","Three Stars","Reviewed in the United States on October 22, 2016","It was the script to a play. I thought it was a novel","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&filterByStar=three_star&pageNumber=130&reviewerType=all_reviews","null"
"1584087491-5837","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","john hemmer","Three Stars","Reviewed in the United States on September 28, 2016","disappointed","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&filterByStar=three_star&pageNumber=84&reviewerType=all_reviews","null"
"1584087316-5062","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","R. Chang","Be prepared for a very different kind of Harry Potter story","Reviewed in the United States on September 2, 2016","Much has been said and criticized about the script format in comparison to the original novels. True, it gives the story a very different flow. Different, not better or worse. The story is actually quite enjoyable in merging the generation of characters that we know (Hermione, Ginny, Ron, Draco, and of course Harry) with their children. Surprisingly, it very much humanizes Draco and much of the Malfoy family. I did find it rather disappointing, however, that Ron is mostly regarded as a leftover and is not really given a significant role. My other criticism is that the dialogue sounds rather forced, and a few scenes, while obviously trying to pull for emotional content, are not quite effective at continuing the flow and are rather mediocre bridge scenes.

If you are a major Harry Potter fan, as many of us are, I do encourage you to read this book, as it does offer a good (but not spectacular) continuation of the story. I do not recommend this book for someone new to the Harry Potter saga, as it greatly draws from knowledge gained from previous entries. Make sure you read ALL of J.K. Rowling's novels before starting this one.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=three_star&pageNumber=7&reviewerType=all_reviews","null"
"1584087495-5858","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Elizabeth Lane","Not worth $17 but a reasonably good story.","Reviewed in the United States on September 14, 2016","The story was okay although there were some plot holes and the characters were not true to their original personalities. But it was a clever story and easy to read and it moved along fairly quickly.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&filterByStar=three_star&pageNumber=86&reviewerType=all_reviews","null"
"1584087569-6187","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Three Stars","Reviewed in the United States on October 3, 2016","It just didn't feel like Harry Potter.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&filterByStar=three_star&pageNumber=119&reviewerType=all_reviews","null"
"1584087439-5594","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","mario a. estrada","Reviewed by 9year old","Reviewed in the United States on July 30, 2017","Spoiler alert but in some parts the characters go back in time to the old books and the authors get the other books wrong. (This is what my 9 year old son said)","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=three_star&pageNumber=60&reviewerType=all_reviews","null"
"1584087552-6114","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Robert C.","Good but not quite the same","Reviewed in the United States on August 22, 2016","Enjoyed reading about the characters again and the story line was inventive but it rushed by.  Left me wishing it was a true novel.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&filterByStar=three_star&pageNumber=112&reviewerType=all_reviews","null"
"1584087392-5395","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Tonie","I wanted to love it","Reviewed in the United States on September 1, 2016","Harry Potter is one of those stories that I just can't get enough of, so I was so excited to read this and explore the world further. When I started reading it, I could tell it just wouldn't be as fun as an actual book. The play as a play was good (at least script wise, obviously) but as a read, it was disappointing because there was little character development, and there was no real ability to fall in love with characters. It's definitely one for the shelf and the collection, but a disappointing read for someone who loves the books.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=three_star&pageNumber=40&reviewerType=all_reviews","null"
"1584087585-6255","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","This User","Three Stars","Reviewed in the United States on August 2, 2016","It's not bad but it's not great. It's closure. A little disappointed but I'm glad I read it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&filterByStar=three_star&pageNumber=126&reviewerType=all_reviews","null"
"1584087632-6463","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Bliss Hotchkiss","Get through the first Act","Reviewed in the United States on November 21, 2018","Meh. If you can struggle through to around the end of the first act it gets slightly better.

There are worse ways to spend time than reading this play.

If you don’t go into it expecting to have your mind blown apart in wonder like the original books it will go down better.  Not well, but better.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&filterByStar=three_star&pageNumber=147&reviewerType=all_reviews","null"
"1584087330-5127","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","J. Taylor","Did Not Deliver","Reviewed in the United States on August 1, 2016","This story just did not work in the format in which it was presented. As I was reading, I could see glimpses of the genius storytelling of the first seven books, but this did not deliver. It was like reading JKR's outline for the book she could have written. If you're a Harry Potter fan like I am, you're going to want read this no matter what the reviews say, but I can't say I loved this ""book.""","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=three_star&pageNumber=13&reviewerType=all_reviews","2 people found this helpful"
"1584087548-6100","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Teresa Sheppard","Love all the other books","Reviewed in the United States on September 29, 2016","It's very hard to get into. Love all the other books.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&filterByStar=three_star&pageNumber=110&reviewerType=all_reviews","null"
"1584087656-6573","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Kristie Powell","Loved Parts of It","Reviewed in the United States on December 18, 2016","I loved the parts that included Malfoy. However Harry Potter is still narcissistic and narrow minded. Definitely worth the read though.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_158?ie=UTF8&filterByStar=three_star&pageNumber=158&reviewerType=all_reviews","null"
"1584087600-6329","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","bookworm28","Who's the Cursed Child?","Reviewed in the United States on July 31, 2016","This was a great read, but at times confusing(perhaps because Rowling didn't write this herself) so if a newcomer to this series decides to read, they will have trouble keeping up if they don't know the Characters of several of the Harry Potter books. This is not a novel, and by far the shortest Harry Potter book of them all. I completed this in four hours and thirty minutes, with few breaks.
There are twists and great plots that HP fans will love, but after this, I still find myself asking the question the title raises. Who is the cursed child? To answer this, read and form your opinion of who it could be since I have several guesses as to who it is :)","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&filterByStar=three_star&pageNumber=133&reviewerType=all_reviews","2 people found this helpful"
"1584087669-6640","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","N","good for reminiscing original series","Reviewed in the United States on October 23, 2016","It was an entertaining and fast read, good for reminiscing original series. That's it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&filterByStar=three_star&pageNumber=164&reviewerType=all_reviews","null"
"1584087649-6542","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","RandomGeek","Not what we waited for...SPOILER FREE REVIEW","Reviewed in the United States on August 1, 2016","Harry Potter fans have waited years to get the new installment to this beloved series. It wasn't until a few months ago that it was confirmed that an eight story was in the works. Everybody rejoiced jubilantly, including myself. But even I had a lingering doubt that this wasn't going to be what we wanted. I was right.
THE BAD:Harry Potter and  The Cursed Child,while not a terrible read, feels too much like a fanfiction. I'm certainly not the first one to say that, but it's true. The writing isn't the same, the characters are not like they were in the books, and the plot was very vague. It feels as if we have waited a long time for nothing.
THE GOOD: What I liked about this novel was the pacing. I will acknowledge that it is really just a script, but even then, the pacing is great! It never lets you go, it just pulls you into the book. Most people complained that it was in script format, but I didn't find it to be that bad. Another good thing that I liked were the new characters, Scorpio and Albus. At first I was very skeptical about Albus, being your stereotypical ""teen angst"" in a story who hates his dad. But that didn't matter because it was a perfectly understandable character. You know why he is like he is, it's explainable. Now, I personally think that Scorpio stole the show. He had a very Ron vibe, always cracking jokes, but at the same time he was a geek, a good friend, and overall a very enjoyable character. I think his relationship with Rose at the end is very funny, and I would have hoped to see more of these characters in the future. OH WAIT! J.K. Rowling said she was ""done"" with Harry Potter. That fact makes me a bit mad.
VEREDICT: While not the eight story that I wanted, it is still a must read for Harry Potter fans. It doesn't ruin the first 7 books, and it has interesting new characters. I suggest you read this book with no high hopes for a good plot. It is still enjoyable, but a bit disappointing to be honest.

P.S. Where was Teddy?","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&filterByStar=three_star&pageNumber=155&reviewerType=all_reviews","2 people found this helpful"
